#Tss of all genes are sorted based on their expression levels (FPKM) from low to high, Every set should have 3185 genes if divided into five sets.
#Chr Position Strand 
6 54525382 -1
1 53608769 1
8 48553506 -1
3 4651337 -1
2 69037888 -1
1 58424904 1
2 42668243 -1
3 65857343 -1
10 42271022 -1
3 1447200 -1
10 15678710 -1
5 46012607 -1
5 6181728 1
6 7180366 -1
1 14936893 -1
3 72181318 -1
1 71414347 -1
8 52472895 -1
9 215997 1
3 71103999 -1
3 71496688 1
1 39899906 -1
1 67365965 -1
3 886161 -1
1 53226525 1
6 1204850 -1
4 7479886 1
8 12386774 -1
6 58923648 1
2 7865836 -1
2 76992930 -1
9 49601687 1
3 13249004 1
1 15194089 1
7 738503 -1
3 58781616 -1
10 59994364 -1
9 41666038 -1
1 53862219 1
2 60870424 1
2 61952097 1
5 59126552 -1
3 67425551 1
2 5548907 1
6 46733875 1
1 67834200 1
1 8411313 -1
3 66007438 -1
7 2320166 1
4 66152351 1
10 55353500 1
1 6905215 -1
1 1595165 1
9 3653346 1
3 16440138 1
3 62094525 1
6 55185057 1
9 4415414 -1
4 52554765 -1
5 6493429 -1
3 63277645 -1
5 58937347 -1
8 3273456 1
3 69693232 1
2 74262917 1
9 53822089 -1
2 75434996 1
3 70173310 -1
7 19447586 1
9 57425399 1
3 73378079 1
2 69279808 1
2 74020659 -1
2 65602917 1
4 58023488 -1
3 3775000 1
1 58539209 1
9 48043650 1
9 51669712 -1
1 44860037 1
1 54198600 1
1 6030838 1
3 54630825 -1
4 66796549 -1
1 21025841 -1
4 54785592 -1
9 53203505 -1
3 64904153 -1
9 39316966 -1
9 12995859 1
5 52217453 1
2 61619028 1
4 55486031 1
6 1395016 1
7 50011159 1
7 56673459 1
6 60069613 -1
2 63491119 1
7 55536356 -1
4 5271044 1
2 69218784 1
8 5896828 -1
2 63647433 -1
3 28886575 -1
9 54832778 1
2 59913699 -1
10 19498787 1
8 52911476 -1
7 57974214 1
10 13797949 -1
10 14038330 -1
3 63236895 -1
1 51824796 -1
6 56077578 -1
9 55751231 1
4 66894189 1
7 57935660 -1
10 54966631 -1
2 63395383 1
2 77274759 1
4 47455995 1
4 56646214 1
4 54790176 -1
9 54563270 -1
4 59629925 -1
4 5452566 -1
4 7824095 1
9 53588583 -1
1 71181969 1
1 63259506 1
1 17143942 -1
3 60582883 -1
6 51575351 -1
6 54447920 1
9 56090638 -1
1 56830842 -1
4 2483884 1
3 74114274 1
8 15925805 -1
8 1429815 -1
10 58775712 -1
10 49433397 -1
1 15502019 -1
1 57387750 -1
2 8160699 1
8 42484285 -1
1 2031412 -1
2 70947261 -1
1 3127652 1
1 27067737 1
5 5820816 -1
3 71408647 -1
9 55482673 1
3 64867997 1
6 57261259 -1
6 793366 -1
4 1549925 1
8 1293237 -1
4 3203532 1
9 58433450 -1
4 51823664 -1
2 69876506 -1
9 11122180 -1
2 74893073 1
1 60403612 -1
3 5422667 1
7 7667216 1
2 55674063 -1
4 205997 1
1 5941421 -1
2 64566657 1
9 50339053 1
8 49783607 1
9 50519020 -1
2 61841858 1
6 53024486 1
5 12437745 1
6 49803615 -1
1 10197451 1
1 66615326 1
1 51876184 1
4 4772413 1
8 5491840 -1
3 10909972 1
6 53401946 1
3 71975563 1
7 6743068 1
9 48388426 -1
10 17941275 1
1 58235847 -1
2 73544803 1
3 3892444 -1
6 55110563 -1
1 19859631 1
1 55643325 -1
4 56102574 -1
1 69582738 1
4 3360666 1
4 4726981 -1
1 67631156 1
10 53510969 1
9 45728767 1
4 2752358 1
2 833358 1
3 55421910 1
3 55759244 1
2 1285935 1
1 42544902 1
1 50088438 1
2 21534195 -1
1 64829924 -1
3 59676333 -1
7 62550496 -1
1 65867116 -1
3 69575830 -1
3 37411713 1
9 3589038 1
1 49896191 -1
6 51747774 -1
8 54872713 1
3 1750452 1
3 61325132 -1
3 5256714 -1
10 58511000 1
3 67284776 1
3 65767607 1
3 63685 -1
2 64518942 -1
10 10079312 -1
10 51715039 1
1 69575376 1
1 61776555 -1
1 3404860 -1
7 58442307 1
1 53581227 -1
1 24766989 1
4 67144437 -1
5 56579516 -1
5 58562847 -1
3 64177055 -1
1 64791269 1
3 54749367 1
2 58453163 1
5 15062187 -1
2 76314391 -1
1 5424313 1
9 46636974 -1
3 61373122 1
4 65219008 1
1 7385101 -1
2 65599587 1
2 72302201 1
9 54152439 -1
4 9743 -1
2 7157419 -1
2 77676393 1
4 65164184 1
10 53943434 1
2 62760165 1
1 72387260 -1
8 3465443 1
7 62280676 -1
9 57211519 1
1 72966713 -1
2 56968000 -1
1 8947622 -1
1 73163512 1
1 49471186 1
6 48077521 1
1 68846371 1
6 60918401 -1
2 57047182 -1
6 52120226 -1
2 9865781 1
7 60277530 1
8 6074823 -1
1 65110870 -1
3 72458496 -1
3 64857586 1
1 67568809 1
6 53211958 -1
4 62203441 -1
9 45692642 1
1 13084996 1
4 67411116 -1
6 52895571 -1
7 61275426 -1
9 55716410 1
1 6417288 1
4 61667040 1
10 2954744 -1
2 76024286 -1
6 57865957 -1
9 56716243 1
1 71678383 -1
9 59556381 1
1 749499 -1
8 51222795 1
8 42596548 1
6 47160637 1
9 10210423 -1
1 55002409 1
2 71390972 -1
9 53780117 1
6 57335181 1
3 66004375 1
4 64504340 -1
3 55470732 -1
9 52160917 -1
1 65617716 1
4 54241396 1
9 54315698 1
3 7286587 -1
3 60010487 -1
6 53988367 -1
3 2898277 -1
8 38997206 -1
5 13585952 1
7 60856208 1
9 52222705 1
1 10125684 1
2 67996703 1
6 53603409 -1
1 67540436 -1
2 46939863 -1
7 58400316 -1
1 68643025 -1
3 12367836 -1
8 52725703 1
10 2836292 -1
1 59280133 -1
3 66422339 1
2 77018844 1
2 12657531 1
1 11188718 -1
6 42312703 -1
7 5409898 -1
2 61118033 1
4 65522333 1
7 22592040 1
9 3221826 -1
1 39048038 -1
3 58477078 -1
9 9970501 -1
10 5233025 -1
10 19498787 1
10 54149365 1
3 51832516 1
4 60354458 -1
9 2814087 -1
5 15323765 -1
1 2119766 1
7 59171619 -1
5 54508652 1
1 53648385 1
1 18558416 -1
1 67345924 1
2 56906054 1
6 38006476 1
4 9167506 -1
10 1601838 1
5 7449198 -1
6 59516083 -1
3 73036532 -1
3 59922217 -1
6 3164828 1
1 52644130 -1
1 13144778 1
3 8240400 -1
6 58139238 1
4 54974942 1
2 4145024 1
2 64901608 -1
3 13554523 -1
5 1949349 -1
9 6163468 1
10 54162408 1
7 48635926 1
8 16335392 -1
1 14166285 1
6 55151752 1
10 47647785 1
5 56987281 -1
1 8369244 1
1 45715590 -1
7 63059608 1
1 53367330 -1
5 60699036 1
1 6853582 1
2 59924099 -1
5 4126047 1
1 45970202 1
8 55395469 1
4 54925853 1
6 50580237 1
9 56629885 1
1 57249188 1
1 18881203 -1
9 56768812 1
3 56681807 1
3 2561437 1
2 71102658 1
4 53148476 1
4 901462 -1
3 53253818 1
7 57996209 1
4 60232153 -1
10 57602210 -1
9 53909169 -1
2 69534787 1
1 63765534 1
3 69988492 1
2 4233272 1
3 66549701 1
4 57642720 -1
2 77846920 -1
7 2139154 -1
7 56134427 -1
1 59219642 1
7 2682139 -1
2 72676495 1
1 72434169 -1
2 66879876 1
5 2080051 1
9 42891685 1
10 24300362 -1
1 8046768 -1
9 57013844 1
1 19199864 -1
3 67995314 -1
10 720649 1
10 53022271 1
2 47013575 -1
3 52678514 1
3 12535800 -1
2 69888244 1
7 11828749 1
3 13471748 -1
6 59053590 1
3 15710876 1
2 69352745 -1
5 53898084 -1
3 67719120 -1
7 58025083 1
4 59255892 -1
9 55064698 -1
4 2273430 -1
2 809775 -1
10 60768971 -1
6 4091346 -1
3 3759220 -1
5 27166690 1
6 59294486 -1
8 311084 -1
2 59282468 -1
3 73393557 1
1 59599741 -1
10 1689541 1
3 2778125 -1
7 63373606 -1
3 51284669 -1
1 56983427 1
2 74702754 -1
8 4703605 1
1 10991637 -1
9 54594460 -1
7 56519422 1
5 56965422 1
2 76207516 1
2 62017604 -1
4 22021515 -1
9 6042876 -1
2 1289500 1
10 58604481 -1
6 773353 -1
9 43649881 -1
1 59981908 -1
6 60032713 -1
3 7490689 1
1 53898288 1
10 56326671 -1
2 9526247 -1
6 50090344 1
2 64985637 -1
3 56715270 1
4 52408770 -1
3 63625178 -1
4 58849066 -1
1 65681953 -1
1 60873658 -1
4 45907231 1
6 57622704 -1
1 5105602 1
7 61496535 -1
2 69370639 1
3 8760187 -1
8 1042825 1
1 51145138 1
9 51922605 1
7 62838325 -1
7 64124409 -1
8 1471319 1
7 60535862 -1
3 63824655 -1
3 58378062 1
1 2253438 1
5 56608155 1
7 5911255 -1
8 142093 1
2 55726801 1
3 64354089 -1
3 49059599 1
4 57949036 -1
3 63019735 -1
7 14407665 -1
10 49896869 -1
1 50275200 1
1 65929456 1
2 67767283 1
4 55129876 -1
10 59452799 1
7 63321359 -1
6 53160284 -1
1 4365934 -1
5 16294918 -1
6 49310863 -1
1 3124068 -1
1 61109265 -1
9 58426591 1
9 523979 -1
7 57425345 1
2 61594335 1
1 55164621 -1
2 70903811 1
2 74098747 1
6 50524393 1
5 2796505 1
3 68837970 -1
10 45493875 1
6 55355030 -1
2 583410 1
2 72938461 -1
1 14074561 1
1 69082250 -1
4 60054002 -1
1 20385324 -1
4 9955748 -1
3 5057964 1
10 57254256 -1
7 62421931 1
2 60716729 1
6 58123752 1
8 2719639 -1
9 11833215 1
1 20269209 -1
1 55006268 1
2 20596512 -1
7 37739113 -1
4 57050013 1
4 7072559 -1
6 51853173 -1
2 61037031 1
9 3599772 1
2 49711203 -1
3 4348435 -1
10 59649841 -1
1 73436965 -1
4 56242307 -1
1 18040930 1
4 5693590 -1
1 66049305 -1
1 57940710 -1
10 54989325 1
6 61062710 1
10 60550434 1
7 2514299 -1
9 42989979 -1
2 69646343 -1
3 4939799 1
2 67390921 -1
3 73209665 -1
1 50937342 -1
6 49890989 -1
4 2475737 1
3 57235898 -1
3 65752001 1
3 12961309 -1
1 7824690 1
7 9247553 1
1 51207140 1
9 1585012 1
10 5179849 -1
4 4644929 1
2 45770477 1
3 66715091 1
9 8951290 -1
8 30561334 1
10 53999357 -1
3 63264689 -1
4 63833495 1
4 6466720 -1
3 31617871 1
4 66075237 -1
1 53540529 -1
3 73282637 -1
6 46674820 -1
6 359667 1
1 9834266 1
9 44745333 -1
1 43222929 1
10 59677472 1
1 50930855 1
3 7300232 1
10 8734621 1
5 6194393 -1
1 66818413 1
10 58793762 -1
3 64450076 -1
9 14531541 -1
8 2934942 1
8 2342017 -1
4 985460 -1
10 55931884 1
3 16249102 1
8 44691318 -1
1 60495645 -1
2 1430078 -1
8 48788826 -1
1 62744557 -1
6 61710446 -1
3 72364261 -1
3 12486942 -1
2 66419648 -1
4 51653594 -1
10 18196335 -1
2 75208307 -1
1 51536909 -1
6 57294498 -1
1 63290771 -1
5 456265 1
1 52333598 -1
4 53786010 -1
1 1311550 -1
1 63923892 -1
5 51358129 -1
8 54302945 1
4 45942011 1
7 5219712 -1
1 336344 1
8 6325238 -1
2 72471995 1
2 68636006 1
1 7333750 -1
1 5878636 1
6 58746699 1
1 6589330 1
9 52751330 -1
4 61424238 1
6 49007224 -1
1 66869296 -1
9 43864629 -1
3 72197242 -1
4 6416362 1
3 56298895 -1
10 48740741 1
2 72898631 1
9 3532174 1
3 2815241 -1
8 6253081 1
2 3929735 -1
7 12251960 -1
8 6111426 -1
6 1531926 -1
6 58002905 -1
1 13144778 1
4 53632397 1
3 12316976 -1
6 59279299 -1
3 61784332 -1
2 66763019 -1
2 65571750 1
8 52333204 -1
7 52727545 -1
4 63998265 -1
6 359667 1
1 12805272 1
1 1790722 -1
3 50580236 -1
8 52390922 1
2 3773294 -1
9 50793607 -1
6 49559616 1
3 17006847 1
2 75666612 1
4 2287971 -1
2 74357069 1
3 13240417 1
4 58454525 1
2 60328423 -1
1 16590469 1
1 59872199 1
4 59909506 -1
7 3930983 -1
1 65371333 1
3 72092705 -1
4 54785727 -1
4 3718647 -1
5 52943297 -1
1 1650494 -1
3 72486912 -1
3 62397779 1
6 55179431 -1
6 8886666 1
1 53267866 -1
1 71882188 -1
2 57958688 1
10 4334741 1
10 52611269 1
1 57460960 1
5 41365695 1
7 42415212 1
1 54246799 -1
10 40794784 1
3 58695454 1
2 77134498 -1
9 45552751 1
5 56873541 -1
7 52055139 1
3 71279374 1
7 880871 1
6 53376165 -1
2 68924436 -1
1 72826466 1
2 56964844 -1
1 6543196 -1
3 55738749 1
3 67819125 -1
4 10646097 -1
9 47677991 1
4 5591740 -1
3 58219901 -1
10 312554 1
2 4372546 1
1 62554908 -1
3 62407184 -1
10 56309730 1
2 67101641 1
1 3270567 1
6 61328905 1
1 60122228 -1
4 5932006 -1
1 27342757 -1
1 6947441 -1
10 56952356 1
2 7717116 -1
1 7714815 -1
4 11914762 1
7 669514 -1
1 47941088 -1
4 55003396 1
6 26359064 1
3 73365766 -1
2 2460287 -1
10 56178258 -1
4 40065834 1
8 10540152 -1
6 2391413 1
6 55427597 -1
4 59237698 1
2 75529199 -1
2 69171936 1
1 8768316 1
4 58671618 -1
4 55769914 -1
7 58618660 -1
7 61650274 1
9 365358 -1
8 48600826 1
2 548695 1
1 58715048 1
8 48189973 -1
1 60507203 1
3 70505101 1
2 13557456 1
2 14456045 -1
1 63416242 1
6 56821876 1
5 7186044 1
2 6772791 -1
6 53337847 -1
10 9126775 1
1 5892527 1
7 5055165 -1
3 64395597 1
8 50332842 -1
10 20127914 1
10 54642505 1
3 55869312 -1
6 47433044 1
2 69066811 1
6 50810448 -1
2 13669987 -1
9 7322958 -1
10 60901474 1
6 33774679 1
9 50152126 1
5 2785666 1
1 61065880 -1
1 59108655 1
10 60442826 1
2 63447590 1
9 52680162 1
9 50573992 -1
6 53603409 -1
10 6218933 1
1 69991713 -1
10 53873059 1
3 7840444 1
1 60489466 -1
4 7535959 -1
5 2279468 1
1 56563152 1
1 72994605 1
3 5515510 1
10 3205742 -1
7 49312126 1
2 23223432 -1
8 50200951 -1
4 59783832 -1
7 1626215 -1
1 11262053 -1
3 5378694 -1
4 51947047 1
10 3099415 -1
1 72979714 -1
3 57012636 1
5 1041270 -1
3 63012624 1
10 6438595 1
4 56906506 1
1 30229900 -1
1 62086701 -1
1 49700016 -1
1 51534945 -1
2 8812137 1
8 639724 -1
2 72714892 -1
2 62860786 -1
4 56544586 -1
3 15355676 1
10 18035113 1
5 28913453 1
7 59511337 1
1 52366088 -1
1 8729578 1
1 41255543 -1
1 71171685 -1
2 72468274 1
4 59644920 -1
1 11357827 1
10 8482206 1
2 63208053 1
1 9152265 -1
3 72244040 -1
8 51907425 -1
10 59413935 -1
3 73078518 -1
1 24780003 -1
2 4047966 -1
4 67734191 -1
3 50828109 1
10 2996638 -1
2 11788431 1
1 73489954 -1
9 48744871 1
3 73499959 -1
6 58532771 -1
4 7503168 1
2 19860391 1
3 63306754 -1
1 6339550 -1
1 58223088 1
9 55803666 1
8 12102642 -1
3 4124974 -1
1 5881810 1
1 18248833 -1
6 57418922 1
3 5529913 1
3 61696175 -1
2 67533575 -1
5 57411681 1
3 53642568 1
4 56835031 -1
1 68012347 -1
1 12143305 1
9 58029749 -1
2 3088185 -1
6 47042295 1
1 49483109 -1
1 67653779 1
5 628532 1
9 56115719 1
2 70086736 1
3 57767619 1
3 72353703 -1
1 60003749 -1
10 10094720 -1
1 8881530 -1
3 7276955 -1
8 1314812 1
6 57156783 -1
2 73531020 1
1 66732198 1
2 77391672 1
2 50711247 -1
10 7138351 -1
5 3600809 1
4 57707279 -1
2 67767302 1
7 3937905 -1
1 21193161 -1
3 74034158 -1
1 1796863 -1
7 62534178 1
4 57755902 1
6 1204850 -1
4 65614769 -1
2 69707110 1
9 47990984 -1
7 5859172 1
3 66057592 1
9 57811983 -1
4 11760370 1
6 48876374 -1
6 59892356 1
1 67244974 1
3 68395613 1
1 65834657 -1
10 58046619 -1
6 51252796 -1
4 64733658 1
4 8662318 1
10 7127233 -1
6 53230147 1
9 51652847 -1
4 67871144 -1
4 65119007 1
9 58245484 1
3 64487578 -1
10 49987225 1
2 69646343 -1
1 52819047 -1
4 63725383 1
1 5372958 1
3 3404914 -1
2 58299298 -1
3 454162 -1
6 55090066 1
2 74231374 -1
10 45991018 1
1 66382313 -1
2 66225524 1
5 55322906 -1
1 66988714 -1
9 50143318 1
1 734688 1
10 7854168 -1
5 59528712 -1
8 40634676 -1
2 56912676 -1
10 1480024 1
1 64953815 -1
3 58514328 -1
9 47124205 -1
6 52387890 1
1 8087677 1
1 31978552 -1
3 11679287 -1
1 72637013 -1
7 63267615 -1
4 73305 1
3 5041994 1
6 61066778 1
4 51271065 1
8 228278 1
1 70817033 1
1 3007425 -1
10 5941071 1
3 13273982 -1
3 3092989 1
5 31958558 -1
7 11613215 1
5 4241068 -1
2 74858801 1
3 63003360 -1
4 61211202 1
7 55544347 -1
4 55434304 1
2 76163987 -1
1 60521918 -1
2 16094128 1
4 4039138 1
2 59753884 1
2 8937898 -1
10 50643077 -1
5 46085396 1
2 65310024 -1
5 3598599 -1
5 53876089 1
5 6528672 -1
1 7565823 -1
3 65209678 1
6 57849148 1
6 49488626 -1
3 63605630 -1
4 63731297 -1
1 61006905 -1
1 57398622 1
8 48354789 1
1 2176738 -1
4 65771839 -1
4 60096017 -1
3 5404212 -1
10 44173503 -1
4 54785592 -1
10 5255201 -1
1 13405018 -1
1 62121509 -1
9 58925737 -1
3 8262535 -1
4 48826955 1
1 5623783 1
9 6445878 1
7 63764388 -1
8 45912236 -1
4 64531120 -1
7 59068776 -1
3 68864940 -1
3 2693800 1
7 56295437 -1
6 49323492 1
6 60046621 -1
7 2114104 -1
8 43165752 -1
9 46945443 -1
2 73783360 1
1 54657196 1
8 843894 -1
1 1782923 1
3 11788540 -1
5 18199035 1
2 5664206 1
1 65001081 1
1 73005640 1
4 271880 1
2 70010420 1
7 52162962 -1
4 189159 -1
5 3893957 -1
5 4875469 1
1 73019063 -1
3 7629252 -1
4 57012294 -1
10 4202620 1
2 66077819 1
1 17650693 -1
1 72798991 1
2 2460638 -1
10 6587413 -1
1 70157456 1
10 12910331 1
2 56562898 1
4 4698402 1
6 50575404 -1
8 4681210 1
6 59188946 -1
7 59183150 1
3 68010918 -1
9 49065875 1
3 8314645 1
3 57822 1
4 58830242 1
10 4304595 -1
10 50710450 1
10 60515298 1
5 44070831 -1
6 46551088 1
3 69188999 -1
6 56495988 -1
2 67296575 -1
10 58228042 1
3 66325630 1
7 40117026 1
9 2784121 -1
5 58562722 -1
5 1895510 1
10 19826892 -1
3 4235158 1
4 51795132 1
10 59988024 1
2 15742282 1
3 816257 -1
6 48882239 1
4 62301368 1
8 43396719 -1
8 2780575 -1
5 35940700 1
3 70140720 1
3 63580268 1
2 1158594 1
4 51070284 1
2 69114543 -1
8 47668318 -1
1 21849584 1
2 75874710 -1
4 61540128 1
3 51276603 -1
3 57563880 1
3 53484562 -1
4 8490877 1
3 68257567 1
4 60838842 -1
5 21133980 1
4 63819975 1
3 63997872 -1
5 51192083 -1
10 51841935 1
3 10527167 -1
6 51032068 -1
2 74992543 1
10 3176494 1
7 63104949 1
7 50229266 -1
2 72399633 -1
2 3029932 -1
6 61781038 -1
4 7146110 -1
4 54113648 1
10 37891251 -1
3 1309944 1
10 56376426 -1
1 7733788 -1
1 8102612 1
8 7970658 1
7 55643380 1
6 51252963 1
5 45499073 -1
3 73755969 -1
1 28576041 -1
1 18597488 -1
4 54967623 -1
3 8158062 1
7 2819330 -1
10 58713024 -1
10 58849193 -1
6 53152880 -1
1 69762208 1
3 63009658 1
2 68006647 -1
3 63357241 1
2 18846101 -1
10 43952348 1
1 64888271 1
1 4806027 -1
3 65363895 -1
9 56359938 -1
1 2161536 -1
9 6283493 -1
9 50789490 -1
5 6788369 -1
8 48152065 1
6 52054845 1
9 57119195 1
5 20097569 1
1 63266707 1
2 65117866 1
10 43952348 1
1 60124158 -1
3 8650526 1
2 75846561 1
8 48777017 1
9 58509138 -1
10 5038104 1
1 60320781 -1
2 60289665 -1
1 1724510 1
7 38706953 1
4 60527522 -1
10 2865707 -1
3 63875670 -1
6 59518403 1
6 53969866 -1
10 3195789 1
1 30475620 1
10 51502738 1
2 66451894 1
10 57971473 -1
3 70761213 -1
2 67373655 1
6 48740846 1
1 61128701 1
3 65296295 -1
10 57338164 -1
8 52533765 -1
6 55222412 1
3 12356520 1
1 31423903 1
3 6269549 -1
4 60961793 -1
7 57915003 1
3 58537662 1
4 61952880 1
4 53715764 1
5 53067564 1
9 12847461 -1
3 62482095 1
2 4024350 -1
6 358679 1
10 5344155 -1
5 51309850 -1
2 1219380 -1
2 1293388 1
10 457421 -1
2 3997689 -1
2 70852301 -1
7 60995680 1
2 72560983 -1
4 33491983 -1
9 15421648 -1
3 6590820 1
6 46389106 -1
10 8468553 -1
5 1126126 -1
10 58549190 1
7 4640540 -1
10 59078727 1
10 48901583 -1
6 54304883 -1
1 47688696 1
2 66628365 1
8 2455649 -1
7 1249720 -1
1 70441322 -1
7 483248 -1
9 56093534 1
6 3186657 -1
4 53789785 1
5 9163029 -1
5 2336133 1
8 50379844 1
8 7142405 -1
4 59720065 1
4 67908835 -1
10 46565838 -1
9 58340416 -1
8 2947383 -1
5 3620443 -1
4 63877916 -1
6 38155890 1
7 63916651 -1
1 54755531 -1
7 57768152 -1
6 38595463 1
3 72413162 -1
5 60360741 1
4 9943654 1
4 53167429 1
3 52192275 1
5 327475 -1
10 12624422 1
10 47603886 1
3 73132546 1
4 62557751 -1
1 68406652 -1
10 51243703 -1
1 64773979 1
1 69917619 1
7 2127526 -1
9 7224665 -1
9 50333151 1
4 6251994 1
3 67000330 1
2 63292593 -1
7 5502144 1
9 6439236 1
2 75203663 1
8 170086 -1
9 7330224 1
8 3092344 1
10 1738034 1
2 66789461 1
1 14616811 1
1 69652292 -1
6 56432567 -1
2 72156159 -1
3 59375120 1
1 1354612 1
3 62307869 1
1 15254488 -1
5 31958305 -1
3 67284776 1
6 60400992 1
7 61324337 -1
4 17764547 -1
3 71949817 -1
1 32498753 -1
3 62397779 1
4 58261350 1
3 3609435 -1
1 65605060 1
9 57133619 -1
5 53905467 1
5 4724005 1
6 46531306 -1
1 49991560 -1
10 2448999 -1
9 49703664 -1
6 57395405 -1
6 60231421 -1
3 57352859 -1
1 59646748 1
4 7258337 -1
7 18172884 -1
7 56579874 1
2 138434 1
10 8951674 1
3 59922217 -1
5 16934555 -1
10 59621638 -1
4 46019660 1
1 19350541 1
8 3587300 -1
1 60428660 1
6 56384549 -1
9 51991744 -1
4 62259634 1
1 68659666 -1
8 9285746 -1
6 47125906 -1
10 5112462 -1
2 70751334 -1
2 75860598 -1
7 50912987 1
1 5270502 1
3 12754387 -1
2 66712998 1
2 63986318 -1
4 48600657 1
2 58011248 -1
5 135874 -1
1 11290825 -1
7 63744472 1
9 5680213 1
6 47122717 -1
1 18139393 -1
4 61084657 -1
1 57319789 1
8 2226673 1
3 70208223 1
4 63191478 1
1 54070042 1
3 59922217 -1
5 45148868 1
5 43845180 1
1 65513676 1
3 47937617 -1
1 54420332 1
2 51527934 -1
7 59649941 1
3 3770125 -1
4 57101144 -1
1 53429320 -1
6 47610873 1
8 1590712 -1
1 1618364 1
10 6341061 -1
1 67701270 -1
1 66597064 -1
2 19575795 -1
10 3264731 -1
2 62631670 1
6 46256488 1
8 45907603 -1
6 54162082 -1
1 22541118 1
4 578648 -1
3 73382669 1
1 59690451 -1
9 53579605 -1
7 62657095 1
8 6841487 1
2 50269639 -1
6 61523536 -1
4 2799523 1
9 53791616 1
3 60865247 -1
3 69056445 1
8 15998984 -1
9 57024133 -1
2 74824939 1
1 60384843 1
3 7271244 -1
3 56581483 1
3 57977809 -1
7 62448597 -1
6 46565622 1
7 23595803 -1
3 64980012 -1
2 68413005 1
3 15464211 -1
2 57206083 1
6 57351328 1
6 49003513 -1
2 7277920 -1
10 5107434 -1
6 33962853 -1
6 54414609 -1
2 72512672 -1
1 55363460 -1
10 58074150 1
9 52529881 1
3 6275225 -1
2 64822392 1
9 57204385 1
9 5504353 1
4 56292251 -1
1 65154270 -1
2 4942979 1
3 11264135 -1
4 66742718 1
4 59930576 1
1 20827910 -1
4 58901590 1
1 27701151 1
2 6471825 1
2 661375 1
3 69823554 1
7 1052525 -1
1 12682755 -1
1 51880870 1
9 14341294 1
6 15365997 -1
2 60464901 -1
3 70451225 1
8 51186481 -1
2 72712523 -1
1 72118035 1
5 50886489 -1
5 52231040 -1
2 65008403 1
3 65955929 1
9 48213793 1
9 3975443 -1
4 56171694 -1
7 62086013 -1
5 15714431 -1
3 70717593 1
5 1411293 1
1 1797151 1
2 12223263 -1
9 55830418 1
4 2431314 -1
1 28768496 -1
6 41861268 -1
9 34802707 -1
7 2130160 -1
8 50190006 1
3 63837519 1
4 8770410 -1
1 24605215 -1
7 63669195 -1
4 66019870 1
1 69704914 -1
1 3738111 1
1 72510807 1
2 60450213 1
2 12556326 1
3 1000100 1
3 9245689 1
1 70163088 1
3 14891614 1
9 1477571 -1
1 55397075 1
1 19130614 -1
9 46107295 -1
1 58571590 -1
6 60303110 -1
10 55174741 1
4 67133122 1
3 58647993 1
2 3737358 1
3 11435160 -1
4 5605160 -1
9 25678416 1
7 15940106 -1
2 15131527 1
1 14107193 -1
1 58405113 1
2 69633091 -1
3 58694373 1
7 62638223 1
6 54730518 1
1 65574093 -1
9 54563270 -1
3 74046578 1
1 57704040 -1
3 59906255 1
7 42415212 1
2 54791283 -1
6 55903156 -1
3 68331647 -1
7 12356988 -1
9 56066268 1
1 8545233 -1
4 5865352 -1
9 3212831 1
9 38468277 -1
1 9772398 1
1 50366484 -1
2 54441534 -1
1 23134914 -1
9 57803125 -1
1 3625876 1
1 24251479 -1
4 63307458 1
1 8310971 -1
3 25141117 1
8 41595174 1
1 22280415 -1
8 5640252 1
10 434065 -1
1 54958698 1
2 75126137 -1
6 54244039 -1
3 64964580 -1
2 5497606 -1
1 21766441 1
3 63835101 -1
2 59828420 -1
1 6545981 -1
4 12584585 1
1 4790098 -1
6 60913859 1
3 1211260 1
8 6411912 -1
1 69640276 1
9 55755998 1
3 10242521 1
3 69070957 -1
2 21739562 1
3 74113218 1
4 58659345 1
5 52235196 -1
3 47983991 -1
6 47402497 -1
2 61058535 1
10 51473822 -1
2 53923682 -1
1 11980898 1
1 21294840 1
9 49737805 1
3 65240591 1
9 58201709 -1
3 67363380 -1
1 63823910 1
10 57676307 1
2 70959262 -1
1 62432213 -1
8 7130951 -1
2 68915675 -1
6 56575551 1
1 12120928 1
2 59987126 -1
6 50740498 1
5 27254129 -1
8 51175210 1
10 53240213 -1
2 58396113 -1
1 70583980 -1
1 562376 -1
9 52360922 -1
1 63462595 1
8 51119333 -1
1 64667223 1
4 5463095 -1
1 58076597 1
6 48759630 1
1 58710308 1
9 57311039 -1
1 59860341 -1
1 50935497 1
4 58297811 -1
3 1351866 1
4 2607195 1
6 42541738 -1
3 70195772 -1
4 13923501 -1
7 7863005 -1
4 64919817 -1
10 11375216 1
1 11834618 1
3 6387969 -1
3 62285109 1
1 2384190 1
9 58895019 -1
2 49101492 -1
9 43181772 1
1 14738631 -1
3 69585792 -1
1 47057769 1
3 10459083 1
5 53881964 -1
7 53477282 -1
2 9650183 1
6 1876921 1
2 67111023 -1
7 58317795 -1
6 37683792 -1
8 41765372 -1
2 62602360 -1
9 54945165 -1
1 55804258 -1
5 52658138 1
1 19130535 -1
1 72417310 -1
3 65457006 -1
3 69298720 -1
2 4269633 1
10 58853103 -1
4 67775255 -1
7 56914430 1
10 53738911 -1
10 60091845 1
4 50575637 -1
5 49814488 -1
7 1975797 1
1 73142087 1
3 51953649 -1
3 69208760 1
