Chromosome/scaffold name	Transcript start (bp)	Strand
1	59054520	1
1	59059310	1
1	59061723	1
1	59071197	-1
1	59108655	1
1	59123292	-1
1	59124728	-1
1	59131635	-1
1	59156105	1
1	59191567	1
1	59205517	1
1	59214972	1
1	59217704	-1
1	59219642	1
1	59224388	1
1	59227015	1
1	59238146	1
1	59250545	-1
1	59257490	1
1	59267689	1
1	59269826	-1
1	59273129	-1
1	59282102	-1
1	59290351	-1
1	59292530	-1
1	59301010	-1
1	59334810	-1
1	59369690	-1
1	59382724	-1
1	59390839	1
1	59395766	1
1	59397653	-1
1	59403617	1
1	59408728	-1
1	59417542	1
1	59422239	1
1	59425758	1
1	59429386	-1
1	59434320	1
1	59436241	-1
1	59440591	1
1	59447155	-1
1	59452862	1
1	59461527	1
1	59479512	-1
1	59485074	-1
1	59507345	-1
1	59518956	1
1	59527745	-1
1	59529076	1
1	59552057	-1
1	59570356	-1
1	59585905	-1
1	59589700	-1
1	59589670	-1
1	59603196	-1
1	59646748	1
1	59650305	-1
1	59657284	1
1	59659416	-1
1	59664635	1
1	59670473	-1
1	59678631	-1
1	59683713	-1
1	59685976	-1
1	59693869	-1
1	59700779	1
1	59705729	-1
1	59716961	1
1	59720222	-1
1	59726310	-1
1	59745147	-1
1	59748795	-1
1	59752140	1
1	59754835	-1
1	59762876	-1
1	59771077	-1
1	59806395	-1
1	59810972	-1
1	59817287	-1
1	59827384	1
1	59839966	-1
1	59853174	1
1	59858030	-1
1	59863444	-1
1	59872199	1
1	59877699	-1
1	59878834	-1
1	59890879	-1
1	59897183	-1
1	59909722	1
1	59912920	1
1	59913619	1
1	59919901	-1
1	59919901	-1
1	59928013	1
1	59928013	1
1	59933908	1
1	59935685	-1
1	59936853	1
1	59943356	1
1	59948813	-1
1	59955955	-1
1	59974446	1
1	59981672	-1
1	59984419	1
1	59991718	1
1	59991718	1
1	59997759	1
1	60001470	-1
1	60014047	1
1	60020368	-1
1	60037224	1
1	60049356	-1
1	60049356	-1
1	60049356	-1
1	60059276	-1
1	60060114	1
1	60060114	1
1	60063752	-1
1	60075738	1
1	60090967	-1
1	60115569	-1
1	60123538	-1
1	60132507	1
1	60139277	1
1	60143002	-1
1	60145920	1
1	60152481	-1
1	60152115	-1
1	60163344	-1
1	60165098	-1
1	60188247	1
1	60198419	-1
1	60201638	1
1	60218513	1
1	60231230	1
1	60237071	-1
1	60238991	1
1	60247092	1
1	60256094	1
1	60265577	1
1	60272374	-1
1	60295943	1
1	60305125	-1
1	60314786	1
1	60319105	-1
1	60319105	-1
1	60324808	1
1	60331665	-1
1	60337376	1
1	60346941	-1
1	60370302	-1
1	60374713	-1
1	60384843	1
1	60389519	-1
1	60395728	1
1	60398661	-1
1	60406060	1
1	60407371	1
1	60411744	1
1	60414857	-1
1	60417677	-1
1	60421743	1
1	60426383	-1
1	60428660	1
1	60434864	-1
1	60452848	1
1	60459497	1
1	60474689	-1
1	60482678	-1
1	60486717	-1
1	60491148	-1
1	60507203	1
1	60511388	1
1	60513564	1
1	60518728	1
1	60521058	-1
1	60528323	-1
1	60536267	1
1	60542716	-1
1	60552691	-1
1	60558141	-1
1	60574029	1
1	60575446	1
1	60575786	1
1	60583719	-1
1	60599778	1
1	60599778	1
1	60599697	1
1	60599748	1
1	60613235	1
1	60620032	-1
1	60625608	-1
1	60639660	-1
1	60650491	1
1	60676986	1
1	60692765	1
1	60711435	-1
1	60713669	-1
1	60719522	-1
1	60723257	1
1	60731032	-1
1	60737623	1
1	60748662	-1
1	60749026	-1
1	60752232	-1
1	60752940	-1
1	60755603	1
1	60771122	1
1	60777849	-1
1	60783956	1
1	60785224	1
1	60795423	-1
1	60810915	-1
1	60824825	-1
1	60838515	-1
1	60842337	-1
1	60855533	-1
1	60866551	1
1	60870351	-1
1	60883677	-1
1	60887986	1
1	60892114	-1
1	60910479	-1
1	60940025	1
1	60944186	1
1	60946391	1
1	60955630	1
1	60962301	-1
1	60967983	-1
1	60973109	-1
1	60990945	1
1	60999648	1
1	61003904	-1
1	61009255	1
1	61018398	-1
1	61021665	-1
1	61026316	-1
1	61031332	-1
1	61034780	-1
1	61059496	1
1	61060084	-1
1	61063043	1
1	61065216	-1
1	61070270	-1
1	61080620	1
1	61096391	1
1	61103486	1
1	61106235	-1
1	61109734	-1
1	61112408	-1
1	61122101	1
1	61128701	1
1	61134490	1
1	61140600	1
1	61166491	1
1	61189418	1
1	61203600	-1
1	61207848	-1
1	61213274	1
1	61237360	1
1	61246072	1
1	61247425	1
1	61274162	1
1	61286044	1
1	61293458	-1
1	61296200	-1
1	61296992	-1
1	61298158	-1
1	61307485	-1
1	61314433	-1
1	61318626	-1
1	61326121	-1
1	61352302	-1
1	61359898	-1
1	61372723	1
1	61376024	1
1	61382403	1
1	61386487	-1
1	61393524	-1
1	61395951	-1
1	61400281	-1
1	61403743	-1
1	61413274	-1
1	61429590	-1
1	61442070	1
1	61446992	1
1	61451937	1
1	61455094	-1
1	61485878	-1
1	61491002	-1
1	61504838	1
1	61512115	1
1	61514738	-1
1	61553708	-1
1	61558490	-1
1	61564448	-1
1	61566491	-1
1	61573783	1
1	61583890	1
1	61587227	-1
1	61600355	1
1	61612635	1
1	61626025	-1
1	61632681	1
1	61632658	1
1	61649278	-1
1	61660544	1
1	61667360	1
1	61673635	1
1	61673627	1
1	61679979	1
1	61685067	-1
1	61694269	1
1	61697055	-1
1	61700988	-1
1	61706822	-1
1	61717614	1
1	61722416	-1
1	61747553	1
1	61752878	-1
1	61756600	1
1	61758487	-1
1	61767241	-1
1	61770194	-1
1	61773912	-1
1	61780104	-1
1	61783890	1
1	61787796	-1
1	61790324	1
1	61793131	1
1	61794758	1
1	61797210	-1
1	61817087	1
1	61822759	-1
1	61828650	1
1	61839006	1
1	61838891	1
1	61843147	-1
1	61856735	-1
1	61862826	-1
1	61876100	-1
1	61888908	1
1	61894022	-1
1	61898048	-1
1	61902496	-1
1	61912144	1
1	61917425	-1
1	61929253	-1
1	61938567	-1
1	61948402	-1
1	61954267	-1
1	61955853	1
1	61961499	-1
1	61990504	1
1	61993965	-1
1	62002046	-1
1	62006482	-1
1	62017604	1
1	62036860	1
1	62041139	1
1	62061182	1
1	62070631	1
1	62082072	-1
1	62083143	-1
1	62089275	-1
1	62089050	-1
1	62095852	-1
1	62095852	-1
1	62104839	-1
1	62114355	1
1	62117725	-1
1	62121753	-1
1	62121753	-1
1	62127104	-1
1	62132641	-1
1	62147277	1
1	62153178	-1
1	62168229	1
1	62173984	1
1	62177642	1
1	62181479	-1
1	62196383	1
1	62203008	-1
1	62210763	1
1	62214256	1
1	62218811	-1
1	62225395	-1
1	62232922	1
1	62240129	-1
1	62268906	-1
1	62273686	1
1	62280128	-1
1	62282458	1
1	62285248	1
1	62285668	1
1	62289612	-1
1	62293346	1
1	62298039	1
1	62307206	1
1	62314559	-1
1	62320356	1
1	62326178	-1
1	62327270	-1
1	62354980	1
1	62360200	1
1	62365540	1
1	62368039	-1
1	62375260	1
1	62380120	1
1	62389847	1
1	62399131	-1
1	62399730	-1
1	62406023	-1
1	62410672	1
1	62415296	-1
1	62417457	1
1	62426219	1
1	62431653	-1
1	62439343	-1
1	62445729	1
1	62459145	1
1	62464335	-1
1	62471206	1
1	62477982	1
1	62488183	-1
1	62493264	-1
1	62517465	1
1	62521464	-1
1	62523367	-1
1	62535815	-1
1	62542957	-1
1	62554133	-1
1	62561080	1
1	62570044	-1
1	62570044	-1
1	62572592	-1
1	62577521	-1
1	62582838	-1
1	62583888	1
1	62621039	1
1	62626616	-1
1	62634410	1
1	62638107	-1
1	62652716	1
1	62656932	1
1	62663839	1
1	62669883	-1
1	62680718	1
1	62689905	1
1	62693666	1
1	62698903	-1
1	62705908	1
1	62707088	-1
1	62716838	1
1	62720899	1
1	62728893	-1
1	62735145	-1
1	62735791	-1
1	62742994	-1
1	62748022	-1
1	62752670	1
1	62759836	1
1	62766322	-1
1	62776518	-1
1	62794473	1
1	62800020	-1
1	62803620	1
1	62807357	1
1	62820495	-1
1	62820495	-1
1	62834372	1
1	62839341	1
1	62841852	1
1	62845278	1
1	62846798	1
1	62851595	-1
1	62870642	-1
1	62876582	-1
1	62883341	1
1	62899039	-1
1	62912542	-1
1	62921168	-1
1	62926585	1
1	62928697	-1
1	62932256	1
1	62934925	-1
1	62939107	1
1	62939399	1
1	62939704	-1
1	62955485	1
1	62960783	1
1	62964083	1
1	62993160	-1
1	63014191	-1
1	63027116	-1
1	63027116	-1
1	63048205	1
1	63055010	-1
1	63065030	1
1	63080100	-1
1	63084559	-1
1	63095593	1
1	63099608	-1
1	63108216	-1
1	63129703	-1
1	63145909	1
1	63145736	1
1	63161002	-1
1	63184945	1
1	63192956	1
1	63201530	1
1	63208014	-1
1	63217026	-1
1	63223335	-1
1	63228544	-1
1	63234516	-1
1	63243644	-1
1	63244525	1
1	63248332	-1
1	63250371	-1
1	63256018	-1
1	63259506	1
1	63266707	1
1	63269775	1
1	63273814	1
1	63289435	-1
1	63299639	-1
1	63308828	-1
1	63312785	1
1	63315882	1
1	63331943	1
1	63343869	1
1	63345168	1
1	63353159	1
1	63357720	1
1	63366720	1
1	63373903	-1
1	63383509	1
1	63390531	-1
1	63398849	1
1	63402298	-1
1	63412432	1
1	63415140	-1
1	63416242	1
1	63417178	-1
1	63428618	-1
1	63435468	-1
1	63446819	-1
1	63447983	1
1	63453007	-1
1	63459252	-1
1	63462595	1
1	63463971	-1
1	63465455	-1
1	63488908	1
1	63488868	1
1	63494139	-1
1	63508152	-1
1	63511631	-1
1	63521197	1
1	63524947	-1
1	63536270	1
1	63546541	1
1	63552500	1
1	63561180	1
1	63561180	1
1	63568985	-1
1	63581818	1
1	63590538	-1
1	63595132	-1
1	63605023	-1
1	63616751	1
1	63619146	1
1	63622813	-1
1	63627548	-1
1	63650946	1
1	63653318	-1
1	63669575	1
1	63675162	-1
1	63680478	1
1	63686327	1
1	63687856	1
1	63691819	1
1	63715041	1
1	63720313	-1
1	63729845	-1
1	63729845	-1
1	63737191	-1
1	63745918	1
1	63765534	1
1	63776794	-1
1	63785214	1
1	63787310	-1
1	63790561	1
1	63795637	-1
1	63798331	-1
1	63817066	-1
1	63821233	1
1	63823910	1
1	63825647	-1
1	63835078	1
1	63853197	-1
1	63875251	1
1	63885410	-1
1	63896608	-1
1	63903699	-1
1	63909347	-1
1	63910151	-1
1	63911881	1
1	63918016	-1
1	63922323	-1
1	63933499	1
1	63936208	1
1	63938678	-1
1	63948375	1
1	63954115	1
1	63956959	-1
1	63957759	1
1	63957702	1
1	63963922	1
1	63966368	1
1	63981178	1
1	63990827	-1
1	63993073	1
1	63997692	1
1	64000338	-1
1	64027845	1
1	64027845	1
1	64033961	-1
1	64040067	1
1	64050076	1
1	64056749	-1
1	64067660	1
1	64075019	1
1	64085793	1
1	64096584	1
1	64112087	-1
1	64124717	-1
1	64132825	1
1	64156825	1
1	64169555	1
1	64173651	1
1	64177573	-1
1	64178954	1
1	64189896	-1
1	64201134	1
1	64217542	1
1	64222371	1
1	64232663	1
1	64238894	1
1	64245320	-1
1	64251256	1
1	64254838	-1
1	64265529	1
1	64265498	1
1	64287656	1
1	64295613	1
1	64295613	1
1	64298325	-1
1	64302377	-1
1	64304734	1
1	64309796	-1
1	64315917	-1
1	64319719	1
1	64322108	-1
1	64334375	-1
1	64355610	-1
1	64367748	1
1	64371030	1
1	64372583	1
1	64382594	-1
1	64397521	-1
1	64426043	1
1	64441035	1
1	64448461	1
1	64459615	-1
1	64488348	1
1	64493527	1
1	64497962	-1
1	64505599	1
1	64514080	1
1	64518679	1
1	64536068	-1
1	64541884	1
1	64544735	1
1	64546338	-1
1	64552974	1
1	64561326	1
1	64572750	-1
1	64590127	-1
1	64591077	-1
1	64602224	1
1	64610289	-1
1	64618173	-1
1	64623938	-1
1	64635200	1
1	64645246	1
1	64653444	1
1	64667223	1
1	64671296	-1
1	64681994	-1
1	64692370	1
1	64696920	1
1	64705448	-1
1	64735732	1
1	64739359	-1
1	64743199	-1
1	64748905	-1
1	64758636	-1
1	64763130	1
1	64773979	1
1	64780026	1
1	64785339	-1
1	64791352	1
1	64791269	1
1	64803668	1
1	64807891	-1
1	64821094	1
1	64824839	-1
1	64839887	1
1	64844809	-1
1	64848134	-1
1	64853727	1
1	64855602	1
1	64858030	-1
1	64872014	1
1	64871787	1
1	64886319	1
1	64888271	1
1	64898509	1
1	64904312	-1
1	64926466	1
1	64930341	1
1	64933485	-1
1	64937158	-1
1	64944222	-1
1	64961776	-1
1	64963454	-1
1	64965345	-1
1	64968749	-1
1	64978120	1
1	64997027	1
1	65001099	1
1	65001081	1
1	65005611	-1
1	65008169	-1
1	65017563	1
1	65020734	1
1	65031201	1
1	65039562	-1
1	65041994	1
1	65045823	1
1	65054867	1
1	65062953	1
1	65071105	-1
1	65077755	1
1	65083367	1
1	65088347	1
1	65097456	1
1	65107139	-1
1	65113911	1
1	65135320	1
1	65150991	-1
1	65160920	-1
1	65166015	1
1	65169623	1
1	65198782	-1
1	65208946	-1
1	65216207	1
1	65251735	-1
1	65271113	1
1	65274894	-1
1	65299468	1
1	65309894	1
1	65316370	-1
1	65328906	-1
1	65332949	-1
1	65354692	1
1	65371333	1
1	65371333	1
1	65376078	-1
1	65390268	-1
1	65398283	-1
1	65405877	-1
1	65413252	-1
1	65423793	-1
1	65443367	-1
1	65448607	1
1	65450040	1
1	65452495	1
1	65457714	-1
1	65462821	-1
1	65474377	1
1	65481616	-1
1	65492584	-1
1	65497317	-1
1	65499501	-1
1	65513676	1
1	65515249	-1
1	65519202	-1
1	65532854	1
1	65543704	1
1	65548209	1
1	65548569	1
1	65558388	-1
1	65568647	-1
1	65576141	-1
1	65582006	-1
1	65593188	-1
1	65597466	-1
1	65605060	1
1	65607321	1
1	65617716	1
1	65623074	-1
1	65634018	-1
1	65649583	1
1	65654560	1
1	65656621	-1
1	65674674	-1
1	65682371	1
1	65686672	-1
1	65708142	1
1	65720700	1
1	65726209	-1
1	65729531	1
1	65747266	-1
1	65753484	1
1	65755217	-1
1	65757693	-1
1	65758959	-1
1	65764057	-1
1	65775142	-1
1	65781250	-1
1	65784972	-1
1	65792345	1
1	65797698	1
1	65806582	-1
1	65815762	-1
1	65824405	1
1	65831412	-1
1	65835575	-1
1	65856938	1
1	65865085	-1
1	65868588	1
1	65884571	-1
1	65892971	1
1	65896396	1
1	65901711	1
1	65908211	-1
1	65929456	1
1	65948563	1
1	65955424	-1
1	65959352	-1
1	65965515	-1
1	65975557	-1
1	65983378	1
1	65984414	-1
1	65993803	-1
1	66005395	1
1	66010216	-1
1	66016654	1
1	66019891	-1
1	66034214	1
1	66043265	1
1	66045992	-1
1	66050241	-1
1	66051895	-1
1	66054411	-1
1	66064192	1
1	66077928	1
1	66095188	-1
1	66141769	-1
1	66145869	1
1	66144945	1
1	66152720	1
1	66152707	1
1	66160742	1
1	66164933	-1
1	66184517	1
1	66187232	-1
1	66193152	-1
1	66194669	-1
1	66202192	-1
1	66208817	1
1	66209035	1
1	66213262	1
1	66217381	-1
1	66250098	-1
1	66278927	1
1	66287335	1
1	66312181	-1
1	66327903	-1
1	66332648	-1
1	66338522	-1
1	66338522	-1
1	66349715	-1
1	66356110	1
1	66365502	1
1	66370274	-1
1	66375836	-1
1	66384059	-1
1	66389456	-1
1	66393393	-1
1	66394328	-1
1	66398139	-1
1	66398139	-1
1	66404363	-1
1	66406742	-1
1	66412535	1
1	66421675	-1
1	66423760	-1
1	66432274	1
1	66442607	1
1	66449401	-1
1	66455556	-1
1	66460377	1
1	66462775	-1
1	66474472	1
1	66482229	-1
1	66490032	1
1	66499772	-1
1	66502163	1
1	66505780	-1
1	66509489	-1
1	66513544	1
1	66519441	1
1	66528659	1
1	66531683	1
1	66533500	1
1	66544037	1
1	66549192	-1
1	66555852	-1
1	66560139	1
1	66565728	-1
1	66570966	-1
1	66576840	1
1	66585695	1
1	66594964	-1
1	66609037	-1
1	66615326	1
1	66618832	1
1	66622606	-1
1	66625534	1
1	66629511	-1
1	66636190	1
1	66643500	1
1	66650890	1
1	66656621	1
1	66680543	1
1	66690413	-1
1	66702195	-1
1	66710155	-1
1	66726460	1
1	66732198	1
1	66736893	1
1	66744589	-1
1	66760904	1
1	66764553	-1
1	66778671	-1
1	66789515	-1
1	66800322	1
1	66805210	-1
1	66818413	1
1	66824743	1
1	66826180	-1
1	66838422	1
1	66843343	1
1	66857102	1
1	66863039	1
1	66865896	-1
1	66869464	1
1	66873980	-1
1	66883390	-1
1	66886736	-1
1	66889019	1
1	66892898	-1
1	66895884	-1
1	66908723	1
1	66913983	1
1	66922855	1
1	66932880	1
1	66936543	-1
1	66939242	-1
1	66948080	-1
1	66954870	-1
1	66972690	1
1	66985206	-1
1	66998921	-1
1	67003869	1
1	67023422	1
1	67027306	-1
1	67034186	-1
1	67038796	-1
1	67073183	1
1	67084597	-1
1	67096808	1
1	67102691	-1
1	67111590	-1
1	67115039	-1
1	67115039	-1
1	67125094	-1
1	67143516	1
1	67142354	1
1	67147613	1
1	67151032	1
1	67203376	1
1	67218466	1
1	67226697	-1
1	67244974	1
1	67251110	-1
1	67272978	1
1	67281376	1
1	67286501	1
1	67292400	-1
1	67316622	-1
1	67325353	-1
1	67329181	-1
1	67332495	-1
1	67339732	-1
1	67342559	-1
1	67345924	1
1	67350688	1
1	67356860	1
1	67360891	-1
1	67360823	-1
1	67379375	1
1	67386076	-1
1	67398290	-1
1	67402242	-1
1	67405387	-1
1	67428819	1
1	67430492	1
1	67439258	-1
1	67447134	-1
1	67447944	1
1	67453781	1
1	67455019	-1
1	67465729	1
1	67470507	-1
1	67489037	1
1	67493160	-1
1	67502026	-1
1	67506462	1
1	67509534	1
1	67516825	1
1	67527437	-1
1	67532193	1
1	67538460	-1
1	67555746	1
1	67560187	1
1	67568809	1
1	67576601	1
1	67585849	-1
1	67590805	1
1	67606065	1
1	67612260	-1
1	67623006	1
1	67631156	1
1	67653779	1
1	67666492	1
1	67681955	1
1	67687809	1
1	67693174	1
1	67700527	-1
1	67712568	1
1	67719556	1
1	67725461	1
1	67732572	-1
1	67752418	1
1	67779783	1
1	67784530	-1
1	67834200	1
1	67836247	-1
1	67866442	1
1	67873634	1
1	67876559	-1
1	67881829	-1
1	67888947	1
1	67902375	-1
1	67907263	-1
1	67920377	-1
1	67932593	-1
1	67935382	1
1	67941110	-1
1	67944203	1
1	67946657	-1
1	67957063	-1
1	67957063	-1
1	67963110	-1
1	67970813	1
1	67981927	-1
1	68001888	-1
1	68011614	-1
1	68012882	-1
1	68021891	1
1	68029789	1
1	68032783	-1
1	68035790	-1
1	68041657	-1
1	68051519	1
1	68053780	-1
1	68058968	-1
1	68081669	-1
1	68087959	-1
1	68098225	-1
1	68130912	-1
1	68147618	-1
1	68147618	-1
1	68150786	-1
1	68152636	-1
1	68153076	-1
1	68153981	1
1	68155355	-1
1	68161437	1
1	68185049	-1
1	68192975	1
1	68197132	-1
1	68202158	1
1	68206618	1
1	68213568	1
1	68219861	1
1	68219861	1
1	68230816	1
1	68234570	-1
1	68236109	1
1	68241898	-1
1	68252200	-1
1	68276718	-1
1	68301966	-1
1	68309545	-1
1	68317581	-1
1	68326393	-1
1	68334773	-1
1	68342385	-1
1	68348231	1
1	68355183	1
1	68362180	1
1	68365200	-1
1	68380959	1
1	68386222	-1
1	68398976	1
1	68401289	-1
1	68413811	-1
1	68414958	-1
1	68414899	-1
1	68425762	1
1	68433915	1
1	68437043	1
1	68442308	1
1	68446877	-1
1	68452000	1
1	68458144	-1
1	68460462	1
1	68465849	-1
1	68469575	-1
1	68469575	-1
1	68480619	1
1	68484110	-1
1	68487835	1
1	68489756	1
1	68495027	1
1	68509957	1
1	68520833	-1
1	68527787	-1
1	68540563	1
1	68558442	1
1	68565151	1
1	68568793	-1
1	68578361	-1
1	68595671	1
1	68606962	-1
1	68617219	-1
1	68624187	-1
1	68632051	1
1	68635470	-1
1	68638226	-1
1	68646621	-1
1	68649376	-1
1	68655568	-1
1	68665823	1
1	68668389	1
1	68674289	1
1	68676107	1
1	68678218	1
1	68685527	1
1	68699530	1
1	68701643	-1
1	68707270	1
1	68710986	-1
1	68713441	-1
1	68721437	-1
1	68743523	-1
1	68762603	-1
1	68786956	1
1	68807992	1
1	68814426	-1
1	68836619	1
1	68846371	1
1	68853716	1
1	68857379	-1
1	68865325	-1
1	68878330	-1
1	68879872	-1
1	68886342	1
1	68889560	-1
1	68895297	1
1	68898900	1
1	68902449	1
1	68908460	1
1	68916042	-1
1	68933165	-1
1	68938799	1
1	68940764	1
1	68941577	1
1	68943262	-1
1	68963258	-1
1	68966797	-1
1	68971628	1
1	68972765	-1
1	68974199	-1
1	68975873	-1
1	68978906	1
1	68987894	-1
1	69003443	-1
1	69003443	-1
1	69009019	-1
1	69012989	-1
1	69023068	1
1	69025507	1
1	69029937	1
1	69033205	1
1	69036702	-1
1	69037587	-1
1	69038763	-1
1	69071216	1
1	69072542	-1
1	69077125	1
1	69078008	-1
1	69085723	-1
1	69089870	1
1	69094448	-1
1	69111521	-1
1	69119431	-1
1	69129352	1
1	69135670	-1
1	69137652	-1
1	69140450	-1
1	69140450	-1
1	69153337	-1
1	69156953	1
1	69167262	1
1	69167262	1
1	69172971	1
1	69176553	-1
1	69189927	1
1	69200524	1
1	69213920	1
1	69226947	1
1	69231287	-1
1	69238092	-1
1	69241529	-1
1	69243502	1
1	69250477	1
1	69259851	1
1	69268579	1
1	69271917	-1
1	69285297	1
1	69316222	1
1	69320782	-1
1	69383979	-1
1	69390724	-1
1	69408199	-1
1	69411978	-1
1	69439120	-1
1	69455796	-1
1	69488439	-1
1	69490546	-1
1	69519181	1
1	69533261	-1
1	69538480	-1
1	69556703	1
1	69562053	-1
1	69572452	1
1	69575376	1
1	69582738	1
1	69599006	1
1	69616462	1
1	69629843	1
1	69630281	1
1	69630590	1
1	69637553	1
1	69640276	1
1	69646787	1
1	69650992	-1
1	69653319	-1
1	69669813	1
1	69672935	-1
1	69674787	1
1	69681245	1
1	69691241	-1
1	69701570	-1
1	69712743	1
1	69715817	-1
1	69725964	-1
1	69730857	1
1	69730854	1
1	69738350	1
1	69740050	-1
1	69745737	-1
1	69745737	-1
1	69749761	-1
1	69757514	-1
1	69762208	1
1	69772837	-1
1	69776262	-1
1	69784434	1
1	69790487	-1
1	69798440	1
1	69802678	1
1	69804034	-1
1	69831716	1
1	69834462	-1
1	69838259	-1
1	69848452	-1
1	69854867	-1
1	69857974	-1
1	69880857	-1
1	69886481	1
1	69894337	-1
1	69905777	-1
1	69909895	-1
1	69917619	1
1	69927940	1
1	69934633	-1
1	69940535	-1
1	69952191	1
1	69959721	1
1	69965203	1
1	69970948	-1
1	69983191	1
1	69985741	-1
1	69998315	1
1	70005723	1
1	70008541	-1
1	70010564	1
1	70016877	-1
1	70025632	1
1	70033744	1
1	70041575	-1
1	70052150	1
1	70056407	-1
1	70063607	1
1	70081110	1
1	70084966	-1
1	70086963	-1
1	70104464	1
1	70109039	-1
1	70120672	1
1	70129090	1
1	70132758	1
1	70135887	1
1	70139289	-1
1	70141262	1
1	70163092	1
1	70163088	1
1	70157456	1
1	70173877	-1
1	70177539	-1
1	70190255	-1
1	70197631	-1
1	70197873	-1
1	70205532	-1
1	70210974	-1
1	70222457	-1
1	70228071	1
1	70231942	-1
1	70239980	-1
1	70246505	1
1	70253969	-1
1	70262568	1
1	70264768	-1
1	70276434	-1
1	70281950	1
1	70289573	-1
1	70294875	1
1	70306886	1
1	70313565	1
1	70320749	-1
1	70323346	-1
1	70334676	-1
1	70350087	1
1	70355693	1
1	70358016	-1
1	70370874	1
1	70373283	-1
1	70375937	-1
1	70389029	-1
1	70394935	1
1	70396763	1
1	70400726	-1
1	70402999	1
1	70409227	-1
1	70412055	-1
1	70437904	-1
1	70438887	-1
1	70445456	-1
1	70449455	1
1	70455157	1
1	70456872	1
1	70470471	-1
1	70480298	1
1	70493167	1
1	70496900	-1
1	70507494	-1
1	70509964	-1
1	70513163	1
1	70517905	-1
1	70543598	1
1	70563109	1
1	70564982	-1
1	70576998	-1
1	70581550	-1
1	70585182	-1
1	70592880	-1
1	70600261	-1
1	70605690	1
1	70608626	1
1	70610255	1
1	70612552	-1
1	70630170	-1
1	70638155	1
1	70645925	1
1	70663849	1
1	70669959	-1
1	70671636	1
1	70676241	-1
1	70689893	1
1	70693177	-1
1	70699947	-1
1	70703348	-1
1	70708765	1
1	70721339	1
1	70729548	1
1	70741548	1
1	70745346	-1
1	70754589	1
1	70761072	-1
1	70766661	1
1	70779897	1
1	70787239	1
1	70791235	-1
1	70805311	-1
1	70817033	1
1	70869895	1
1	70874287	1
1	70877304	-1
1	70889573	-1
1	70893738	1
1	70896255	1
1	70917005	-1
1	70919577	1
1	70922211	-1
1	70924017	-1
1	70929623	-1
1	70937560	1
1	70941453	-1
1	70967437	1
1	70967434	1
1	70967407	1
1	70977516	1
1	70988533	1
1	70991599	1
1	70994595	-1
1	70995402	1
1	70997781	-1
1	70998837	1
1	71000989	-1
1	71009451	-1
1	71024191	1
1	71028521	1
1	71058045	1
1	71062804	1
1	71065168	1
1	71067164	1
1	71071051	-1
1	71075448	1
1	71079932	1
1	71081594	-1
1	71101357	1
1	71109622	1
1	71119748	1
1	71125729	-1
1	71140475	-1
1	71152994	1
1	71157245	1
1	71159421	-1
1	71159986	-1
1	71162570	-1
1	71171099	-1
1	71181969	1
1	71189843	-1
1	71192749	-1
1	71195201	-1
1	71209469	-1
1	71220610	-1
1	71236666	-1
1	71247123	-1
1	71254539	-1
1	71258152	1
1	71260835	-1
1	71265099	-1
1	71269724	-1
1	71289623	-1
1	71291840	1
1	71297135	1
1	71302068	1
1	71313791	1
1	71318503	-1
1	71325528	-1
1	71350500	-1
1	71366403	1
1	71376292	1
1	71381724	1
1	71392888	-1
1	71396413	1
1	71403382	-1
1	71412272	-1
1	71427502	1
1	71432708	1
1	71443983	1
1	71450761	-1
1	71452904	1
1	71460993	-1
1	71456208	-1
1	71460051	-1
1	71474022	1
1	71480900	-1
1	71488046	1
1	71498940	-1
1	71511562	1
1	71516650	-1
1	71520730	1
1	71528939	1
1	71531355	1
1	71534023	1
1	71535996	-1
1	71539130	1
1	71541078	-1
1	71553347	-1
1	71556405	1
1	71560729	1
1	71563547	1
1	71569514	1
1	71574647	1
1	71596638	-1
1	71619988	-1
1	71623976	-1
1	71631121	1
1	71639193	-1
1	71640621	-1
1	71649380	1
1	71656322	-1
1	71666833	-1
1	71666858	-1
1	71702322	1
1	71707248	1
1	71723413	1
1	71734961	-1
1	71749256	1
1	71752511	1
1	71754142	-1
1	71765956	1
1	71768824	1
1	71777193	1
1	71782861	-1
1	71784566	-1
1	71784566	-1
1	71797586	1
1	71801621	1
1	71807139	-1
1	71814239	-1
1	71818611	-1
1	71822877	1
1	71836409	1
1	71841499	1
1	71841499	1
1	71843095	-1
1	71847681	1
1	71863377	-1
1	71874980	-1
1	71878958	-1
1	71886103	-1
1	71889614	-1
1	71890457	-1
1	71894883	-1
1	71909172	-1
1	71920761	-1
1	71933391	1
1	71941400	-1
1	71955020	-1
1	71964601	-1
1	71967664	1
1	71971741	-1
1	72015770	1
1	72043953	1
1	72051554	1
1	72054667	1
1	72057997	-1
1	72065014	-1
1	72082544	-1
1	72093613	1
1	72096867	-1
1	72118035	1
1	72119090	-1
1	72121252	1
1	72125370	1
1	72144875	-1
1	72170465	1
1	72177542	1
1	72188733	1
1	72192758	1
1	72202073	1
1	72211052	1
1	72211052	1
1	72211052	1
1	72211052	1
1	72211052	1
1	72215200	-1
1	72221059	1
1	72224827	-1
1	72227158	1
1	72228950	-1
1	72242299	-1
1	72246758	-1
1	72250715	-1
1	72293239	1
1	72303033	1
1	72308275	1
